"country_name","genres","n"
"Lebanon","Crime",142
"Lebanon","Documentary",13
"Lebanon","Drama",363
"Lebanon","Family",23
"Lebanon","Fantasy",55
"Lebanon","Film-Noir",3
"Lebanon","Game-Show",8
"Lebanon","History",4
"Lebanon","Horror",25
"Lebanon","Music",2
"Lebanon","Musical",1
"Lebanon","Mystery",34
"Lebanon","Reality-TV",13
"Lebanon","Romance",118
"Lebanon","Sci-Fi",24
"Lebanon","Sport",10
"Lebanon","Talk-Show",11
"Lebanon","Thriller",78
"Lebanon","War",3
"Lebanon","Western",7
"Lithuania","Action",147
"Lithuania","Adventure",102
"Lithuania","Animation",46
"Lithuania","Biography",8
"Lithuania","Comedy",210
"Lithuania","Crime",129
"Lithuania","Documentary",25
"Lithuania","Drama",269
"Lithuania","Family",24
"Lithuania","Fantasy",39
"Lithuania","Film-Noir",2
"Lithuania","Game-Show",9
"Lithuania","History",1
"Lithuania","Horror",32
"Lithuania","Music",3
"Lithuania","Mystery",45
"Lithuania","Reality-TV",16
"Lithuania","Romance",110
"Lithuania","Sci-Fi",36
"Lithuania","Sport",14
"Lithuania","Talk-Show",7
"Lithuania","Thriller",57
"Lithuania","War",3
"Lithuania","Western",6
"Luxembourg","Action",180
"Luxembourg","Adventure",126
"Luxembourg","Animation",46
"Luxembourg","Biography",7
"Luxembourg","Comedy",173
"Luxembourg","Crime",145
"Luxembourg","Documentary",25
"Luxembourg","Drama",334
"Luxembourg","Family",35
"Luxembourg","Fantasy",53
"Luxembourg","Film-Noir",2
"Luxembourg","Game-Show",7
"Luxembourg","History",3
"Luxembourg","Horror",27
"Luxembourg","Music",20
"Luxembourg","Mystery",47
"Luxembourg","Reality-TV",14
"Luxembourg","Romance",93
"Luxembourg","Sci-Fi",25
"Luxembourg","Sport",17
"Luxembourg","Talk-Show",10
"Luxembourg","Thriller",55
"Luxembourg","War",3
"Luxembourg","Western",8
"Malaysia","Action",230
"Malaysia","Adventure",111
"Malaysia","Animation",37
"Malaysia","Biography",3
"Malaysia","Comedy",189
"Malaysia","Crime",154
"Malaysia","Documentary",10
"Malaysia","Drama",336
"Malaysia","Family",17
"Malaysia","Fantasy",57
"Malaysia","Film-Noir",2
"Malaysia","Game-Show",1
"Malaysia","History",5
"Malaysia","Horror",37
"Malaysia","Music",3
"Malaysia","Musical",2
"Malaysia","Mystery",69
"Malaysia","Reality-TV",3
"Malaysia","Romance",102
"Malaysia","Sci-Fi",32
"Malaysia","Sport",10
"Malaysia","Talk-Show",5
"Malaysia","Thriller",85
"Malaysia","War",2
"Malaysia","Western",1
"Maldives","Action",196
"Maldives","Adventure",110
"Maldives","Animation",45
"Maldives","Biography",1
"Maldives","Comedy",188
"Maldives","Crime",160
"Maldives","Documentary",14
"Maldives","Drama",322
"Maldives","Family",19
"Maldives","Fantasy",39
"Maldives","Film-Noir",2
"Maldives","Game-Show",6
"Maldives","Horror",24
"Maldives","Mystery",69
"Maldives","Reality-TV",11
"Maldives","Romance",97
"Maldives","Sci-Fi",28
"Maldives","Sport",7
"Maldives","Talk-Show",10
"Maldives","Thriller",65
"Maldives","War",2
"Maldives","Western",2
"Malta","Action",180
"Malta","Adult",2
"Malta","Adventure",90
"Malta","Animation",19
"Malta","Biography",15
"Malta","Comedy",163
"Malta","Crime",151
"Malta","Documentary",27
"Malta","Drama",331
"Malta","Family",21
"Malta","Fantasy",31
"Malta","Film-Noir",2
"Malta","Game-Show",7
"Malta","History",7
"Malta","Horror",22
"Malta","Music",19
"Malta","Musical",1
"Malta","Mystery",57
"Malta","Reality-TV",15
"Malta","Romance",94
"Malta","Sci-Fi",37
"Malta","Sport",12
"Malta","Talk-Show",10
"Malta","Thriller",72
"Malta","War",4
"Malta","Western",3
"Martinique","Action",218
"Martinique","Adventure",107
"Martinique","Animation",41
"Martinique","Biography",1
"Martinique","Comedy",151
"Martinique","Crime",158
"Martinique","Documentary",14
"Martinique","Drama",345
"Martinique","Family",18
"Martinique","Fantasy",48
"Martinique","Film-Noir",2
"Martinique","Game-Show",5
"Martinique","History",4
"Martinique","Horror",27
"Martinique","Music",32
"Martinique","Musical",2
"Martinique","Mystery",42
"Martinique","Reality-TV",13
"Martinique","Romance",82
"Martinique","Sci-Fi",40
"Martinique","Sport",9
"Martinique","Talk-Show",5
"Martinique","Thriller",70
"Martinique","Western",4
"Mauritius","Action",210
"Mauritius","Adult",2
"Mauritius","Adventure",112
"Mauritius","Animation",34
"Mauritius","Biography",1
"Mauritius","Comedy",191
"Mauritius","Crime",146
"Mauritius","Documentary",12
"Mauritius","Drama",320
"Mauritius","Family",19
"Mauritius","Fantasy",48
"Mauritius","Film-Noir",2
"Mauritius","Game-Show",7
"Mauritius","History",3
"Mauritius","Horror",30
"Mauritius","Music",2
"Mauritius","Musical",2
"Mauritius","Mystery",58
"Mauritius","Reality-TV",16
"Mauritius","Romance",92
"Mauritius","Sci-Fi",40
"Mauritius","Sport",9
"Mauritius","Talk-Show",9
"Mauritius","Thriller",64
"Mauritius","War",1
"Mauritius","Western",2
"Mexico","Action",125
"Mexico","Adult",1
"Mexico","Adventure",135
"Mexico","Animation",88
"Mexico","Biography",5
"Mexico","Comedy",217
"Mexico","Crime",102
"Mexico","Documentary",12
"Mexico","Drama",331
"Mexico","Family",20
"Mexico","Fantasy",39
"Mexico","Film-Noir",2
"Mexico","History",3
"Mexico","Horror",29
"Mexico","Music",19
"Mexico","Musical",5
"Mexico","Mystery",42
"Mexico","Reality-TV",2
"Mexico","Romance",107
"Mexico","Sci-Fi",20
"Mexico","Sport",11
"Mexico","Talk-Show",6
"Mexico","Thriller",57
"Mexico","War",2
"Mexico","Western",2
"Morocco","Action",251
"Morocco","Adventure",98
"Morocco","Animation",30
"Morocco","Biography",4
"Morocco","Comedy",160
"Morocco","Crime",195
"Morocco","Documentary",15
"Morocco","Drama",363
"Morocco","Family",14
"Morocco","Fantasy",36
"Morocco","Film-Noir",3
"Morocco","Game-Show",5
"Morocco","History",9
"Morocco","Horror",30
"Morocco","Music",2
"Morocco","Musical",1
"Morocco","Mystery",57
"Morocco","Reality-TV",11
"Morocco","Romance",76
"Morocco","Sci-Fi",29
"Morocco","Sport",11
"Morocco","Talk-Show",7
"Morocco","Thriller",92
"Morocco","War",3
"Morocco","Western",6
"Netherlands","Action",166
"Netherlands","Adult",1
"Netherlands","Adventure",124
"Netherlands","Animation",55
"Netherlands","Biography",17
"Netherlands","Comedy",160
"Netherlands","Crime",153
"Netherlands","Documentary",27
"Netherlands","Drama",331
"Netherlands","Family",23
"Netherlands","Fantasy",44
"Netherlands","Film-Noir",3
"Netherlands","Game-Show",6
"Netherlands","History",5
"Netherlands","Horror",27
"Netherlands","Musical",3
"Netherlands","Mystery",51
"Netherlands","Reality-TV",17
"Netherlands","Romance",86
"Netherlands","Sci-Fi",29
"Netherlands","Sport",13
"Netherlands","Talk-Show",10
"Netherlands","Thriller",57
"Netherlands","War",7
"Netherlands","Western",7
"New Caledonia","Action",262
"New Caledonia","Adventure",135
"New Caledonia","Animation",57
"New Caledonia","Biography",5
"New Caledonia","Comedy",136
"New Caledonia","Crime",161
"New Caledonia","Documentary",16
"New Caledonia","Drama",336
"New Caledonia","Family",21
"New Caledonia","Fantasy",60
"New Caledonia","Film-Noir",2
"New Caledonia","Game-Show",2
"New Caledonia","History",5
"New Caledonia","Horror",31
"New Caledonia","Music",14
"New Caledonia","Musical",3
"New Caledonia","Mystery",37
"New Caledonia","Reality-TV",6
"New Caledonia","Romance",55
"New Caledonia","Sci-Fi",44
"New Caledonia","Sport",9
"New Caledonia","Talk-Show",4
"New Caledonia","Thriller",67
"New Caledonia","War",3
"New Caledonia","Western",2
"New Zealand","Action",199
"New Zealand","Adult",1
"New Zealand","Adventure",124
"New Zealand","Animation",66
"New Zealand","Biography",21
"New Zealand","Comedy",169
"New Zealand","Crime",142
"New Zealand","Documentary",30
"New Zealand","Drama",287
"New Zealand","Family",24
"New Zealand","Fantasy",35
"New Zealand","Film-Noir",2
"New Zealand","Game-Show",8
"New Zealand","History",6
"New Zealand","Horror",32
"New Zealand","Music",5
"New Zealand","Musical",1
"New Zealand","Mystery",45
"New Zealand","Reality-TV",27
"New Zealand","Romance",60
"New Zealand","Sci-Fi",38
"New Zealand","Sport",13
"New Zealand","Talk-Show",9
"New Zealand","Thriller",67
"New Zealand","War",7
"New Zealand","Western",10
"Nicaragua","Action",134
"Nicaragua","Adult",1
"Nicaragua","Adventure",86
"Nicaragua","Animation",42
"Nicaragua","Biography",1
"Nicaragua","Comedy",192
"Nicaragua","Crime",99
"Nicaragua","Documentary",13
"Nicaragua","Drama",313
"Nicaragua","Family",17
"Nicaragua","Fantasy",36
"Nicaragua","Film-Noir",2
"Nicaragua","History",1
"Nicaragua","Horror",26
"Nicaragua","Music",33
"Nicaragua","Musical",1
"Nicaragua","Mystery",39
"Nicaragua","Reality-TV",3
"Nicaragua","Romance",119
"Nicaragua","Sci-Fi",16
"Nicaragua","Sport",10
"Nicaragua","Talk-Show",5
"Nicaragua","Thriller",65
"Nicaragua","War",2
"Nicaragua","Western",3
"Nigeria","Action",182
"Nigeria","Adult",2
"Nigeria","Adventure",70
"Nigeria","Animation",7
"Nigeria","Biography",9
"Nigeria","Comedy",135
"Nigeria","Crime",146
"Nigeria","Documentary",11
"Nigeria","Drama",351
"Nigeria","Family",11
"Nigeria","Fantasy",40
"Nigeria","Film-Noir",4
"Nigeria","Game-Show",6
"Nigeria","History",12
"Nigeria","Horror",19
"Nigeria","Musical",1
"Nigeria","Mystery",67
"Nigeria","Reality-TV",10
"Nigeria","Romance",109
"Nigeria","Sci-Fi",36
"Nigeria","Sport",9
"Nigeria","Talk-Show",12
"Nigeria","Thriller",59
"Nigeria","War",2
"Nigeria","Western",5
"Norway","Action",183
"Norway","Adventure",130
"Norway","Animation",46
"Norway","Biography",15
"Norway","Comedy",182
"Norway","Crime",140
"Norway","Documentary",30
"Norway","Drama",341
"Norway","Family",25
"Norway","Fantasy",44
"Norway","Film-Noir",3
"Norway","Game-Show",6
"Norway","History",13
"Norway","Horror",22
"Norway","Music",3
"Norway","Musical",1
"Norway","Mystery",46
"Norway","Reality-TV",24
"Norway","Romance",104
"Norway","Sci-Fi",24
"Norway","Sport",13
"Norway","Talk-Show",8
"Norway","Thriller",53
"Norway","War",9
"Norway","Western",10
"Oman","Action",196
"Oman","Adult",2
"Oman","Adventure",102
"Oman","Animation",18
"Oman","Biography",7
"Oman","Comedy",115
"Oman","Crime",125
"Oman","Documentary",11
"Oman","Drama",278
"Oman","Family",18
"Oman","Fantasy",45
"Oman","Film-Noir",3
"Oman","Game-Show",2
"Oman","History",4
"Oman","Horror",37
"Oman","Musical",2
"Oman","Mystery",43
"Oman","Reality-TV",4
"Oman","Romance",58
"Oman","Sci-Fi",22
"Oman","Sport",7
"Oman","Talk-Show",6
"Oman","Thriller",78
"Oman","War",3
"Oman","Western",4
"Pakistan","Action",291
"Pakistan","Adult",2
"Pakistan","Adventure",104
"Pakistan","Animation",26
"Pakistan","Comedy",150
"Pakistan","Crime",230
"Pakistan","Documentary",10
"Pakistan","Drama",378
"Pakistan","Family",15
"Pakistan","Fantasy",42
"Pakistan","Film-Noir",2
"Pakistan","Game-Show",2
"Pakistan","History",1
"Pakistan","Horror",36
"Pakistan","Music",2
"Pakistan","Musical",2
"Pakistan","Mystery",84
"Pakistan","Reality-TV",2
"Pakistan","Romance",48
"Pakistan","Sci-Fi",44
"Pakistan","Sport",5
"Pakistan","Talk-Show",12
"Pakistan","Thriller",86
"Pakistan","War",2
"Pakistan","Western",1
"Panama","Action",148
"Panama","Adventure",109
"Panama","Animation",59
"Panama","Biography",5
"Panama","Comedy",188
"Panama","Crime",121
"Panama","Documentary",15
"Panama","Drama",324
"Panama","Family",16
"Panama","Fantasy",37
"Panama","Film-Noir",2
"Panama","Game-Show",3
"Panama","History",3
"Panama","Horror",28
"Panama","Music",25
"Panama","Musical",3
"Panama","Mystery",34
"Panama","Reality-TV",5
"Panama","Romance",120
"Panama","Sci-Fi",16
"Panama","Sport",9
"Panama","Talk-Show",6
"Panama","Thriller",65
"Panama","War",2
"Panama","Western",2
"Paraguay","Action",140
"Paraguay","Adult",2
"Paraguay","Adventure",104
"Paraguay","Animation",53
"Paraguay","Biography",4
"Paraguay","Comedy",198
"Paraguay","Crime",110
"Paraguay","Documentary",15
"Paraguay","Drama",330
"Paraguay","Family",11
"Paraguay","Fantasy",28
"Paraguay","Film-Noir",2
"Paraguay","Game-Show",1
"Paraguay","History",1
"Paraguay","Horror",26
"Paraguay","Music",34
"Paraguay","Mystery",44
"Paraguay","Reality-TV",4
"Paraguay","Romance",117
"Paraguay","Sci-Fi",15
"Paraguay","Sport",12
"Paraguay","Talk-Show",7
"Paraguay","Thriller",67
"Paraguay","War",2
"Paraguay","Western",3
"Peru","Action",161
"Peru","Adult",1
"Peru","Adventure",120
"Peru","Animation",65
"Peru","Biography",2
"Peru","Comedy",188
"Peru","Crime",104
"Peru","Documentary",15
"Peru","Drama",297
"Peru","Family",14
"Peru","Fantasy",39
"Peru","Film-Noir",2
"Peru","History",4
"Peru","Horror",27
"Peru","Music",23
"Peru","Musical",1
"Peru","Mystery",37
"Peru","Reality-TV",3
"Peru","Romance",108
"Peru","Sci-Fi",26
"Peru","Sport",8
"Peru","Talk-Show",5
"Peru","Thriller",62
"Peru","War",2
"Peru","Western",2
"Philippines","Action",208
"Philippines","Adult",1
"Philippines","Adventure",97
"Philippines","Animation",28
"Philippines","Biography",9
"Philippines","Comedy",142
"Philippines","Crime",119
"Philippines","Documentary",19
"Philippines","Drama",334
"Philippines","Family",34
"Philippines","Fantasy",46
"Philippines","Film-Noir",2
"Philippines","History",8
"Philippines","Horror",44
"Philippines","Music",20
"Philippines","Musical",5
"Philippines","Mystery",63
"Philippines","Reality-TV",1
"Philippines","Romance",120
"Philippines","Sci-Fi",47
"Philippines","Sport",5
"Philippines","Talk-Show",5
"Philippines","Thriller",78
"Philippines","War",3
"Poland","Action",154
"Poland","Adventure",172
"Poland","Animation",101
"Poland","Biography",6
"Poland","Comedy",205
"Poland","Crime",140
"Poland","Documentary",17
"Poland","Drama",303
"Poland","Family",22
"Poland","Fantasy",45
"Poland","Film-Noir",2
"Poland","Game-Show",3
"Poland","History",5
"Poland","Horror",34
"Poland","Music",2
"Poland","Musical",1
"Poland","Mystery",51
"Poland","Reality-TV",8
"Poland","Romance",78
"Poland","Sci-Fi",26
"Poland","Sport",16
"Poland","Talk-Show",8
"Poland","Thriller",78
"Poland","War",3
"Poland","Western",6
"Portugal","Action",168
"Portugal","Adult",1
"Portugal","Adventure",107
"Portugal","Animation",34
"Portugal","Biography",4
"Portugal","Comedy",161
"Portugal","Crime",112
"Portugal","Documentary",22
"Portugal","Drama",306
"Portugal","Family",45
"Portugal","Fantasy",32
"Portugal","Film-Noir",3
"Portugal","Game-Show",9
"Portugal","History",3
"Portugal","Horror",22
"Portugal","Music",53
"Portugal","Musical",21
"Portugal","Mystery",34
"Portugal","Reality-TV",17
"Portugal","Romance",93
"Portugal","Sci-Fi",21
"Portugal","Sport",15
"Portugal","Talk-Show",7
"Portugal","Thriller",59
"Portugal","War",3
"Portugal","Western",9
"Qatar","Action",213
"Qatar","Adult",2
"Qatar","Adventure",125
"Qatar","Animation",25
"Qatar","Biography",14
"Qatar","Comedy",148
"Qatar","Crime",136
"Qatar","Documentary",18
"Qatar","Drama",334
"Qatar","Family",20
"Qatar","Fantasy",53
"Qatar","Film-Noir",2
"Qatar","Game-Show",9
"Qatar","History",9
"Qatar","Horror",32
"Qatar","Music",1
"Qatar","Musical",1
"Qatar","Mystery",45
"Qatar","Reality-TV",18
"Qatar","Romance",104
"Qatar","Sci-Fi",24
"Qatar","Sport",10
"Qatar","Talk-Show",10
"Qatar","Thriller",84
"Qatar","War",3
"Qatar","Western",3
"Réunion","Action",214
"Réunion","Adventure",134
"Réunion","Animation",53
"Réunion","Biography",2
"Réunion","Comedy",164
"Réunion","Crime",137
"Réunion","Documentary",16
"Réunion","Drama",332
"Réunion","Family",25
"Réunion","Fantasy",58
"Réunion","Film-Noir",2
"Réunion","Game-Show",4
"Réunion","History",4
"Réunion","Horror",36
"Réunion","Music",36
"Réunion","Musical",2
"Réunion","Mystery",43
"Réunion","Reality-TV",7
"Réunion","Romance",74
"Réunion","Sci-Fi",45
"Réunion","Sport",11
"Réunion","Talk-Show",7
"Réunion","Thriller",61
"Réunion","War",1
"Réunion","Western",2
"Romania","Action",180
"Romania","Adult",3
"Romania","Adventure",102
"Romania","Animation",21
"Romania","Biography",9
"Romania","Comedy",148
"Romania","Crime",146
"Romania","Documentary",18
"Romania","Drama",352
"Romania","Family",26
"Romania","Fantasy",45
"Romania","Film-Noir",3
"Romania","Game-Show",10
"Romania","History",7
"Romania","Horror",26
"Romania","Music",2
"Romania","Musical",1
"Romania","Mystery",70
"Romania","Reality-TV",16
"Romania","Romance",99
"Romania","Sci-Fi",24
"Romania","Sport",16
"Romania","Talk-Show",10
"Romania","Thriller",85
"Romania","War",4
"Romania","Western",5
"Russia","Action",252
"Russia","Adventure",131
"Russia","Animation",50
"Russia","Biography",7
"Russia","Comedy",176
"Russia","Crime",212
"Russia","Documentary",27
"Russia","Drama",326
"Russia","Family",29
"Russia","Fantasy",43
"Russia","Film-Noir",3
"Russia","Game-Show",2
"Russia","History",4
"Russia","Horror",36
"Russia","Music",2
"Russia","Mystery",48
"Russia","Reality-TV",1
"Russia","Romance",57
"Russia","Sci-Fi",19
"Russia","Sport",16
"Russia","Talk-Show",13
"Russia","Thriller",62
"Russia","War",2
"Russia","Western",6
"Saudi Arabia","Action",240
"Saudi Arabia","Adult",2
"Saudi Arabia","Adventure",102
"Saudi Arabia","Animation",36
"Saudi Arabia","Biography",8
"Saudi Arabia","Comedy",142
"Saudi Arabia","Crime",162
"Saudi Arabia","Documentary",12
"Saudi Arabia","Drama",328
"Saudi Arabia","Family",23
"Saudi Arabia","Fantasy",41
"Saudi Arabia","Film-Noir",3
"Saudi Arabia","Game-Show",4
"Saudi Arabia","History",6
"Saudi Arabia","Horror",41
"Saudi Arabia","Musical",1
"Saudi Arabia","Mystery",48
"Saudi Arabia","Reality-TV",7
"Saudi Arabia","Romance",83
"Saudi Arabia","Sci-Fi",28
"Saudi Arabia","Sport",9
"Saudi Arabia","Talk-Show",10
"Saudi Arabia","Thriller",92
"Saudi Arabia","War",3
"Saudi Arabia","Western",8
"Serbia","Action",205
"Serbia","Adult",1
"Serbia","Adventure",115
"Serbia","Animation",34
"Serbia","Biography",7
"Serbia","Comedy",181
"Serbia","Crime",149
"Serbia","Documentary",20
"Serbia","Drama",313
"Serbia","Family",24
"Serbia","Fantasy",33
"Serbia","Film-Noir",3
"Serbia","Game-Show",7
"Serbia","History",5
"Serbia","Horror",28
"Serbia","Music",4
"Serbia","Musical",1
"Serbia","Mystery",44
"Serbia","Reality-TV",14
"Serbia","Romance",94
"Serbia","Sci-Fi",22
"Serbia","Sport",14
"Serbia","Talk-Show",12
"Serbia","Thriller",72
"Serbia","War",3
"Serbia","Western",7
"Singapore","Action",227
"Singapore","Adult",1
"Singapore","Adventure",108
"Singapore","Animation",26
"Singapore","Biography",7
"Singapore","Comedy",158
"Singapore","Crime",133
"Singapore","Documentary",18
"Singapore","Drama",337
"Singapore","Family",13
"Singapore","Fantasy",47
"Singapore","Film-Noir",4
"Singapore","Game-Show",6
"Singapore","History",4
"Singapore","Horror",32
"Singapore","Music",1
"Singapore","Musical",1
"Singapore","Mystery",73
"Singapore","Reality-TV",20
"Singapore","Romance",90
"Singapore","Sci-Fi",46
"Singapore","Sport",12
"Singapore","Talk-Show",6
"Singapore","Thriller",86
"Singapore","War",3
"Singapore","Western",1
"Slovakia","Action",193
"Slovakia","Adventure",143
"Slovakia","Animation",69
"Slovakia","Biography",17
"Slovakia","Comedy",189
"Slovakia","Crime",138
"Slovakia","Documentary",32
"Slovakia","Drama",299
"Slovakia","Family",31
"Slovakia","Fantasy",39
"Slovakia","Film-Noir",3
"Slovakia","Game-Show",12
"Slovakia","History",5
"Slovakia","Horror",29
"Slovakia","Music",6
"Slovakia","Mystery",45
"Slovakia","Reality-TV",22
"Slovakia","Romance",80
"Slovakia","Sci-Fi",15
"Slovakia","Sport",20
"Slovakia","Talk-Show",11
"Slovakia","Thriller",48
"Slovakia","War",3
"Slovakia","Western",8
"Slovenia","Action",183
"Slovenia","Adventure",119
"Slovenia","Animation",39
"Slovenia","Biography",10
"Slovenia","Comedy",189
"Slovenia","Crime",116
"Slovenia","Documentary",25
"Slovenia","Drama",266
"Slovenia","Family",29
"Slovenia","Fantasy",38
"Slovenia","Film-Noir",3
"Slovenia","Game-Show",10
"Slovenia","History",5
"Slovenia","Horror",29
"Slovenia","Music",4
"Slovenia","Mystery",38
"Slovenia","Reality-TV",22
"Slovenia","Romance",86
"Slovenia","Sci-Fi",28
"Slovenia","Sport",15
"Slovenia","Talk-Show",7
"Slovenia","Thriller",55
"Slovenia","War",3
"Slovenia","Western",9
"South Africa","Action",186
"South Africa","Adult",2
"South Africa","Adventure",106
"South Africa","Animation",45
"South Africa","Biography",11
"South Africa","Comedy",192
"South Africa","Crime",114
"South Africa","Documentary",20
"South Africa","Drama",331
"South Africa","Family",18
"South Africa","Fantasy",37
"South Africa","Film-Noir",4
"South Africa","Game-Show",10
"South Africa","History",6
"South Africa","Horror",22
"South Africa","Music",1
"South Africa","Musical",1
"South Africa","Mystery",61
"South Africa","Reality-TV",26
"South Africa","Romance",96
"South Africa","Sci-Fi",49
"South Africa","Sport",12
"South Africa","Talk-Show",11
"South Africa","Thriller",62
"South Africa","War",3
"South Africa","Western",6
"South Korea","Action",197
"South Korea","Adult",6
"South Korea","Adventure",77
"South Korea","Animation",20
"South Korea","Biography",2
"South Korea","Comedy",143
"South Korea","Crime",93
"South Korea","Documentary",3
"South Korea","Drama",312
"South Korea","Family",10
"South Korea","Fantasy",50
"South Korea","Film-Noir",2
"South Korea","History",13
"South Korea","Horror",38
"South Korea","Music",2
"South Korea","Mystery",41
"South Korea","Reality-TV",5
"South Korea","Romance",102
"South Korea","Sci-Fi",38
"South Korea","Sport",9
"South Korea","Talk-Show",3
"South Korea","Thriller",92
"South Korea","War",5
"South Korea","Western",4
"Spain","Action",172
"Spain","Adventure",108
"Spain","Animation",27
"Spain","Biography",4
"Spain","Comedy",165
"Spain","Crime",138
"Spain","Documentary",20
"Spain","Drama",317
"Spain","Family",22
"Spain","Fantasy",37
"Spain","Film-Noir",3
"Spain","Game-Show",5
"Spain","History",4
"Spain","Horror",34
"Spain","Music",21
"Spain","Mystery",47
"Spain","Reality-TV",10
"Spain","Romance",104
"Spain","Sci-Fi",28
"Spain","Sport",15
"Spain","Talk-Show",11
"Spain","Thriller",56
"Spain","War",3
"Spain","Western",8
"Sri Lanka","Action",194
"Sri Lanka","Adult",2
"Sri Lanka","Adventure",83
"Sri Lanka","Animation",19
"Sri Lanka","Biography",4
"Sri Lanka","Comedy",178
"Sri Lanka","Crime",152
"Sri Lanka","Documentary",13
"Sri Lanka","Drama",372
"Sri Lanka","Family",22
"Sri Lanka","Fantasy",37
"Sri Lanka","Film-Noir",4
"Sri Lanka","Game-Show",5
"Sri Lanka","History",1
"Sri Lanka","Horror",23
"Sri Lanka","Mystery",75
"Sri Lanka","Reality-TV",8
"Sri Lanka","Romance",104
"Sri Lanka","Sci-Fi",37
"Sri Lanka","Sport",7
"Sri Lanka","Talk-Show",8
"Sri Lanka","Thriller",69
"Sri Lanka","War",4
"Sri Lanka","Western",1
"Sweden","Action",188
"Sweden","Adventure",136
"Sweden","Animation",52
"Sweden","Biography",13
"Sweden","Comedy",162
"Sweden","Crime",137
"Sweden","Documentary",28
"Sweden","Drama",337
"Sweden","Family",23
"Sweden","Fantasy",49
"Sweden","Film-Noir",3
"Sweden","Game-Show",6
"Sweden","History",10
"Sweden","Horror",24
"Sweden","Music",6
"Sweden","Mystery",51
"Sweden","Reality-TV",20
"Sweden","Romance",85
"Sweden","Sci-Fi",28
"Sweden","Sport",12
"Sweden","Talk-Show",7
"Sweden","Thriller",55
"Sweden","War",9
"Sweden","Western",7
"Switzerland","Action",190
"Switzerland","Adventure",126
"Switzerland","Animation",27
"Switzerland","Biography",10
"Switzerland","Comedy",172
"Switzerland","Crime",165
"Switzerland","Documentary",28
"Switzerland","Drama",328
"Switzerland","Family",42
"Switzerland","Fantasy",60
"Switzerland","Film-Noir",3
"Switzerland","Game-Show",6
"Switzerland","History",7
"Switzerland","Horror",28
"Switzerland","Music",7
"Switzerland","Musical",1
"Switzerland","Mystery",55
"Switzerland","Reality-TV",14
"Switzerland","Romance",87
"Switzerland","Sci-Fi",38
"Switzerland","Sport",18
"Switzerland","Talk-Show",11
"Switzerland","Thriller",57
"Switzerland","War",4
"Switzerland","Western",10
"Taiwan","Action",197
"Taiwan","Adult",1
"Taiwan","Adventure",97
"Taiwan","Animation",28
"Taiwan","Biography",12
"Taiwan","Comedy",165
"Taiwan","Crime",110
"Taiwan","Documentary",13
"Taiwan","Drama",366
"Taiwan","Family",14
"Taiwan","Fantasy",52
"Taiwan","Film-Noir",2
"Taiwan","Game-Show",1
"Taiwan","History",4
"Taiwan","Horror",31
"Taiwan","Music",3
"Taiwan","Mystery",77
"Taiwan","Reality-TV",1
"Taiwan","Romance",150
"Taiwan","Sci-Fi",43
"Taiwan","Sport",14
"Taiwan","Talk-Show",3
"Taiwan","Thriller",74
"Taiwan","War",3
"Taiwan","Western",1
"Thailand","Action",227
"Thailand","Adventure",155
"Thailand","Animation",46
"Thailand","Biography",5
"Thailand","Comedy",200
"Thailand","Crime",122
"Thailand","Documentary",14
"Thailand","Drama",291
"Thailand","Family",15
"Thailand","Fantasy",61
"Thailand","Film-Noir",2
"Thailand","History",15
"Thailand","Horror",33
"Thailand","Music",1
"Thailand","Musical",1
"Thailand","Mystery",58
"Thailand","Romance",135
"Thailand","Sci-Fi",46
"Thailand","Sport",3
"Thailand","Talk-Show",1
"Thailand","Thriller",84
"Thailand","War",5
"Thailand","Western",1
"Trinidad and Tobago","Action",196
"Trinidad and Tobago","Adult",2
"Trinidad and Tobago","Adventure",118
"Trinidad and Tobago","Animation",54
"Trinidad and Tobago","Biography",4
"Trinidad and Tobago","Comedy",166
"Trinidad and Tobago","Crime",140
"Trinidad and Tobago","Documentary",11
"Trinidad and Tobago","Drama",302
"Trinidad and Tobago","Family",23
"Trinidad and Tobago","Fantasy",46
"Trinidad and Tobago","Film-Noir",3
"Trinidad and Tobago","Game-Show",7
"Trinidad and Tobago","History",3
"Trinidad and Tobago","Horror",27
"Trinidad and Tobago","Music",8
"Trinidad and Tobago","Mystery",40
"Trinidad and Tobago","Reality-TV",17
"Trinidad and Tobago","Romance",87
"Trinidad and Tobago","Sci-Fi",22
"Trinidad and Tobago","Sport",10
"Trinidad and Tobago","Talk-Show",9
"Trinidad and Tobago","Thriller",85
"Trinidad and Tobago","War",3
"Trinidad and Tobago","Western",2
"Turkey","Action",213
"Turkey","Adult",2
"Turkey","Adventure",114
"Turkey","Animation",27
"Turkey","Biography",11
"Turkey","Comedy",143
"Turkey","Crime",152
"Turkey","Documentary",25
"Turkey","Drama",344
"Turkey","Family",27
"Turkey","Fantasy",67
"Turkey","Film-Noir",3
"Turkey","Game-Show",3
"Turkey","History",7
"Turkey","Horror",46
"Turkey","Music",3
"Turkey","Musical",3
"Turkey","Mystery",53
"Turkey","Reality-TV",19
"Turkey","Romance",77
"Turkey","Sci-Fi",36
"Turkey","Sport",9
"Turkey","Talk-Show",14
"Turkey","Thriller",78
"Turkey","War",4
"Turkey","Western",5
"Ukraine","Action",217
"Ukraine","Adventure",140
"Ukraine","Animation",58
"Ukraine","Biography",10
